cell,time (min),A intensity (a.u.),B intensity (a.u.),C intensity (a.u.),X intensity (a.u.)
55,255.853,0.450,0.130,0.347,0.342
55,257.525,0.566,0.213,0.396,0.319
55,259.197,0.588,0.325,0.496,0.498
55,260.870,0.700,0.415,0.542,0.397
55,262.542,0.696,0.483,0.524,0.362
55,264.214,0.746,0.538,0.616,0.469
55,265.886,0.694,0.623,0.699,0.644
55,267.559,0.661,0.623,0.680,0.468
55,269.231,0.684,0.583,0.671,0.376
55,270.903,0.674,0.615,0.708,0.429
55,272.575,0.620,0.616,0.719,0.688
55,274.247,0.631,0.615,0.737,0.351
55,275.920,0.648,0.653,0.714,0.532
55,277.592,0.678,0.677,0.753,0.511
55,279.264,0.721,0.725,0.819,0.544
55,280.936,0.696,0.704,0.675,0.488
55,282.609,0.757,0.694,0.588,0.732
55,284.281,0.684,0.653,0.476,0.541
55,285.953,0.651,0.652,0.391,0.622
55,287.625,0.660,0.653,0.334,0.593
55,289.298,0.630,0.639,0.297,0.498
55,290.970,0.674,0.670,0.256,0.534
55,292.642,0.718,0.731,0.214,0.582
55,294.314,0.600,0.731,0.167,0.767
55,295.987,0.609,0.727,0.150,0.702
55,297.659,0.598,0.778,0.143,0.598
55,299.331,0.461,0.751,0.128,0.592
55,301.003,0.401,0.720,0.109,0.545
55,302.676,0.387,0.737,0.074,0.501
55,304.348,0.355,0.683,0.058,0.437
55,306.020,0.268,0.671,0.079,0.253
55,307.692,0.181,0.625,0.045,0.385
55,309.365,0.128,0.545,0.039,0.386
55,311.037,0.089,0.480,0.032,0.282
55,312.709,0.089,0.369,0.037,0.193
55,314.381,0.121,0.341,0.171,0.098
55,316.054,0.345,0.320,0.300,0.334
55,317.726,0.455,0.391,0.342,0.431
55,319.398,0.564,0.436,0.424,0.561
55,321.070,0.666,0.480,0.468,0.502
55,322.742,0.696,0.577,0.579,0.324
55,324.415,0.762,0.638,0.681,0.368
55,326.087,0.782,0.680,0.678,0.646
55,327.759,0.840,0.688,0.709,0.793
55,329.431,0.843,0.685,0.705,0.392
55,331.104,0.781,0.707,0.749,0.530
55,332.776,0.679,0.714,0.710,0.255
55,334.448,0.645,0.784,0.690,0.176
55,336.120,0.632,0.819,0.676,0.016
55,337.793,0.714,0.792,0.569,0.004
55,339.465,0.751,0.807,0.465,0.075
55,341.137,0.730,0.819,0.388,0.000
55,342.809,0.732,0.832,0.354,0.009
55,344.482,0.703,0.806,0.303,0.057
55,346.154,0.671,0.775,0.258,0.066
55,347.826,0.614,0.819,0.236,0.079
55,349.498,0.597,0.738,0.188,0.004
55,351.171,0.617,0.730,0.169,0.003
55,352.843,0.529,0.759,0.169,0.139
55,354.515,0.503,0.718,0.331,0.105
55,356.187,0.550,0.820,0.484,0.013
55,357.860,0.551,0.808,0.512,0.005
55,359.532,0.619,0.835,0.579,0.031
55,361.204,0.647,0.812,0.654,0.071
55,362.876,0.666,0.822,0.702,0.112
55,364.548,0.667,0.842,0.676,0.019
55,366.221,0.721,0.811,0.628,0.056
55,367.893,0.642,0.805,0.689,0.012
55,369.565,0.674,0.820,0.655,0.170
55,371.237,0.739,0.775,0.654,0.119
55,372.910,0.742,0.822,0.617,0.001
55,374.582,0.710,0.797,0.526,0.093
55,376.254,0.711,0.761,0.448,0.058
55,377.926,0.764,0.718,0.381,0.083
55,379.599,0.723,0.739,0.319,0.048
55,381.271,0.846,0.691,0.259,0.018
55,382.943,0.743,0.722,0.197,0.092
55,384.615,0.689,0.762,0.172,0.141
55,386.288,0.671,0.767,0.147,0.197
55,387.960,0.514,0.769,0.133,0.059
55,389.632,0.444,0.764,0.119,0.041
55,391.304,0.355,0.742,0.106,0.056
55,392.977,0.408,0.720,0.096,0.042
55,394.649,0.354,0.763,0.181,0.011
55,396.321,0.378,0.727,0.326,0.114
55,397.993,0.527,0.757,0.354,0.060
55,399.666,0.507,0.723,0.366,0.182
55,401.338,0.551,0.690,0.441,0.264
55,403.010,0.667,0.677,0.470,0.443
55,404.682,0.691,0.711,0.511,0.786
55,406.355,0.684,0.732,0.557,0.671
55,408.027,0.674,0.685,0.628,0.543
55,409.699,0.703,0.661,0.636,0.603
55,411.371,0.788,0.653,0.635,0.587
55,413.043,0.764,0.703,0.631,0.523
55,414.716,0.795,0.737,0.612,0.469
55,416.388,0.784,0.785,0.591,0.412
55,418.060,0.773,0.804,0.691,0.483
55,419.732,0.774,0.795,0.693,0.482
55,421.405,0.676,0.788,0.683,0.485
55,423.077,0.713,0.783,0.753,0.578
55,424.749,0.749,0.782,0.744,0.732
55,426.421,0.729,0.767,0.681,0.451
56,0.000,0.092,0.270,0.025,0.124
56,1.672,0.075,0.208,0.027,0.235
56,3.344,0.102,0.168,0.021,0.440
56,5.017,0.091,0.155,0.025,0.558
56,6.689,0.089,0.125,0.018,0.303
56,8.361,0.090,0.129,0.023,0.320
56,10.033,0.066,0.112,0.013,0.371
56,11.706,0.038,0.083,0.009,0.398
56,13.378,0.043,0.091,0.008,0.459
56,15.050,0.064,0.076,0.025,0.521
56,16.722,0.094,0.078,0.121,0.304
56,18.395,0.168,0.050,0.236,0.413
56,20.067,0.379,0.097,0.331,0.427
56,21.739,0.476,0.184,0.461,0.446
56,23.411,0.542,0.256,0.501,0.478
56,25.084,0.604,0.298,0.486,0.484
56,26.756,0.533,0.375,0.435,0.394
56,28.428,0.601,0.393,0.359,0.182
56,30.100,0.543,0.485,0.319,0.254
56,31.773,0.616,0.490,0.277,0.371
56,33.445,0.693,0.540,0.221,0.443
56,35.117,0.730,0.570,0.183,0.478
56,36.789,0.725,0.613,0.163,0.517
56,38.462,0.623,0.631,0.167,0.705
56,40.134,0.608,0.671,0.226,0.387
56,41.806,0.590,0.707,0.290,0.380
56,43.478,0.734,0.717,0.333,0.477
56,45.151,0.811,0.707,0.439,0.660
56,46.823,0.819,0.723,0.545,0.571
56,48.495,0.825,0.707,0.559,0.564
56,50.167,0.803,0.703,0.573,0.187
56,51.839,0.731,0.717,0.497,0.196
56,53.512,0.695,0.752,0.401,0.103
56,55.184,0.626,0.746,0.363,0.213
56,56.856,0.614,0.746,0.301,0.102
56,58.528,0.660,0.738,0.257,0.110
56,60.201,0.615,0.739,0.235,0.021
56,61.873,0.583,0.710,0.171,0.123
56,63.545,0.489,0.756,0.142,0.063
56,65.217,0.485,0.722,0.121,0.166
56,66.890,0.397,0.727,0.159,0.066
56,68.562,0.554,0.708,0.253,0.014
56,70.234,0.548,0.747,0.315,0.019
56,71.906,0.573,0.715,0.428,0.196
56,73.579,0.569,0.759,0.475,0.230
56,75.251,0.678,0.686,0.514,0.023
56,76.923,0.697,0.699,0.560,0.044
56,78.595,0.799,0.745,0.617,0.089
56,80.268,0.772,0.770,0.703,0.034
56,81.940,0.763,0.760,0.735,0.037
56,83.612,0.711,0.790,0.752,0.123
56,85.284,0.765,0.780,0.719,0.037
56,86.957,0.693,0.838,0.762,0.159
56,88.629,0.682,0.832,0.810,0.023
56,90.301,0.654,0.858,0.802,0.132
56,91.973,0.709,0.842,0.749,0.004
56,93.645,0.787,0.808,0.754,0.033
56,95.318,0.783,0.788,0.773,0.022
56,96.990,0.761,0.751,0.699,0.087
56,98.662,0.722,0.723,0.549,0.135
56,100.334,0.674,0.764,0.453,0.051
56,102.007,0.652,0.766,0.379,0.004
56,103.679,0.794,0.780,0.313,0.061
56,105.351,0.786,0.740,0.271,0.039
56,107.023,0.670,0.790,0.248,0.189
56,108.696,0.696,0.813,0.231,0.006
56,110.368,0.683,0.840,0.204,0.049
56,112.040,0.688,0.863,0.168,0.066
56,113.712,0.573,0.838,0.147,0.398
56,115.385,0.536,0.799,0.118,0.440
56,117.057,0.511,0.823,0.163,0.377
56,118.729,0.495,0.809,0.218,0.325
56,120.401,0.490,0.806,0.341,0.456
56,122.074,0.552,0.782,0.381,0.528
56,123.746,0.696,0.783,0.354,0.391
56,125.418,0.607,0.822,0.413,0.325
56,127.090,0.616,0.844,0.474,0.240
56,128.763,0.655,0.845,0.540,0.411
56,130.435,0.719,0.854,0.469,0.428
56,132.107,0.773,0.894,0.393,0.769
56,133.779,0.676,0.885,0.329,0.465
56,135.452,0.666,0.853,0.262,0.728
56,137.124,0.619,0.872,0.205,0.477
56,138.796,0.605,0.945,0.193,0.362
56,140.468,0.616,0.909,0.295,0.433
56,142.140,0.666,0.899,0.435,0.550
56,143.813,0.594,0.876,0.536,0.411
56,145.485,0.613,0.826,0.587,0.597
56,147.157,0.562,0.768,0.495,0.718
56,148.829,0.586,0.814,0.436,0.708
56,150.502,0.659,0.849,0.366,0.719
56,152.174,0.632,0.849,0.327,0.465
56,153.846,0.662,0.903,0.289,0.393
56,155.518,0.648,0.856,0.249,0.553
56,157.191,0.601,0.847,0.224,0.311
56,158.863,0.551,0.785,0.182,0.482
56,160.535,0.549,0.836,0.156,0.482
56,162.207,0.520,0.814,0.147,0.452
56,163.880,0.465,0.851,0.136,0.428
56,165.552,0.457,0.808,0.129,0.398
56,167.224,0.345,0.775,0.100,0.103
56,168.896,0.318,0.746,0.081,0.552
56,170.569,0.246,0.715,0.080,0.294
56,172.241,0.184,0.659,0.066,0.314
56,173.913,0.144,0.578,0.049,0.394
56,175.585,0.125,0.488,0.124,0.395
56,177.258,0.243,0.427,0.222,0.464
56,178.930,0.409,0.461,0.363,0.445
56,180.602,0.494,0.482,0.357,0.584
56,182.274,0.526,0.605,0.292,0.670
56,183.946,0.658,0.610,0.240,0.366
56,185.619,0.676,0.652,0.220,0.321
56,187.291,0.630,0.698,0.204,0.259
56,188.963,0.629,0.684,0.180,0.415
56,190.635,0.578,0.719,0.196,0.266
56,192.308,0.570,0.751,0.146,0.392
56,193.980,0.510,0.739,0.113,0.416
56,195.652,0.468,0.702,0.087,0.630
56,197.324,0.314,0.709,0.083,0.261
56,198.997,0.267,0.656,0.070,0.127
56,200.669,0.206,0.605,0.047,0.033
56,202.341,0.175,0.573,0.048,0.119
56,204.013,0.110,0.488,0.034,0.201
56,205.686,0.122,0.400,0.029,0.021
56,207.358,0.055,0.339,0.044,0.038
56,209.030,0.074,0.302,0.048,0.048
56,210.702,0.112,0.258,0.016,0.006
56,212.375,0.072,0.229,0.028,0.071
56,214.047,0.101,0.199,0.013,0.007
56,215.719,0.081,0.166,0.013,0.045
56,217.391,0.093,0.135,0.012,0.010
56,219.064,0.104,0.116,0.040,0.241
56,220.736,0.091,0.113,0.019,0.167
56,222.408,0.054,0.081,0.029,0.398
56,224.080,0.056,0.084,0.011,0.338
56,225.753,0.072,0.083,0.009,0.377
56,227.425,0.036,0.062,0.038,0.445
56,229.097,0.025,0.053,0.012,0.625
56,230.769,0.035,0.072,0.008,0.604
56,232.441,0.036,0.040,0.013,0.624
56,234.114,0.026,0.041,0.006,0.341
56,235.786,0.063,0.028,0.030,0.389
56,237.458,0.061,0.031,0.008,0.411
56,239.130,0.057,0.024,0.011,0.514
56,240.803,0.034,0.016,0.018,0.562
56,242.475,0.041,0.015,0.004,0.609
56,244.147,0.059,0.014,0.009,0.208
56,245.819,0.027,0.012,0.013,0.099
56,247.492,0.043,0.014,0.018,0.095
56,249.164,0.060,0.016,0.014,0.007
56,250.836,0.020,0.018,0.034,0.082
56,252.508,0.038,0.024,0.013,0.076
56,254.181,0.064,0.009,0.026,0.046
56,255.853,0.085,0.022,0.002,0.134
56,257.525,0.050,0.011,0.007,0.115
56,259.197,0.046,0.025,0.077,0.025
56,260.870,0.181,0.013,0.196,0.181
56,262.542,0.300,0.038,0.316,0.110
56,264.214,0.520,0.149,0.379,0.139
56,265.886,0.531,0.251,0.369,0.033
56,267.559,0.589,0.357,0.345,0.079
56,269.231,0.709,0.413,0.259,0.022
56,270.903,0.723,0.453,0.210,0.007
56,272.575,0.783,0.479,0.199,0.083
56,274.247,0.735,0.548,0.162,0.177
56,275.920,0.706,0.608,0.147,0.054
56,277.592,0.632,0.603,0.130,0.012
56,279.264,0.503,0.592,0.131,0.135
56,280.936,0.436,0.607,0.100,0.027
56,282.609,0.333,0.591,0.087,0.092
56,284.281,0.242,0.590,0.072,0.040
56,285.953,0.198,0.546,0.069,0.078
56,287.625,0.193,0.482,0.135,0.028
56,289.298,0.335,0.484,0.227,0.202
56,290.970,0.409,0.499,0.317,0.590
56,292.642,0.558,0.487,0.404,0.392
56,294.314,0.596,0.523,0.493,0.443
56,295.987,0.671,0.591,0.511,0.333
56,297.659,0.616,0.626,0.569,0.308
56,299.331,0.602,0.661,0.573,0.310
56,301.003,0.622,0.713,0.614,0.285
56,302.676,0.659,0.670,0.659,0.191
56,304.348,0.620,0.663,0.626,0.476
56,306.020,0.651,0.729,0.552,0.292
56,307.692,0.643,0.748,0.489,0.324
56,309.365,0.690,0.787,0.399,0.368
56,311.037,0.680,0.790,0.415,0.395
56,312.709,0.718,0.750,0.514,0.381
56,314.381,0.696,0.742,0.533,0.307
56,316.054,0.694,0.752,0.690,0.498
56,317.726,0.612,0.772,0.669,0.452
56,319.398,0.651,0.750,0.550,0.430
56,321.070,0.694,0.773,0.452,0.322
56,322.742,0.615,0.729,0.392,0.449
56,324.415,0.686,0.754,0.314,0.356
56,326.087,0.677,0.826,0.271,0.412
56,327.759,0.752,0.754,0.236,0.296
56,329.431,0.779,0.771,0.198,0.390
56,331.104,0.718,0.733,0.160,0.374
56,332.776,0.641,0.762,0.154,0.686
56,334.448,0.662,0.744,0.132,0.367
56,336.120,0.604,0.708,0.262,0.554
56,337.793,0.649,0.701,0.351,0.396
56,339.465,0.683,0.739,0.423,0.214
56,341.137,0.733,0.794,0.470,0.339
56,342.809,0.772,0.846,0.539,0.311
56,344.482,0.696,0.816,0.534,0.386
56,346.154,0.636,0.799,0.485,0.421
56,347.826,0.700,0.781,0.393,0.340
56,349.498,0.673,0.791,0.319,0.375
56,351.171,0.633,0.840,0.257,0.327
56,352.843,0.581,0.868,0.204,0.312
56,354.515,0.601,0.848,0.187,0.415
56,356.187,0.567,0.843,0.207,0.461
56,357.860,0.569,0.829,0.153,0.231
56,359.532,0.497,0.856,0.126,0.408
56,361.204,0.463,0.847,0.100,0.510
56,362.876,0.369,0.834,0.073,0.662
56,364.548,0.288,0.771,0.072,0.546
56,366.221,0.232,0.733,0.060,0.353
56,367.893,0.234,0.660,0.054,0.471
56,369.565,0.148,0.535,0.050,0.485
56,371.237,0.147,0.450,0.031,0.597
56,372.910,0.149,0.387,0.025,0.630
56,374.582,0.102,0.341,0.021,0.763
56,376.254,0.076,0.269,0.017,0.411
56,377.926,0.084,0.225,0.013,0.591
56,379.599,0.077,0.179,0.030,0.617
56,381.271,0.055,0.149,0.135,0.455
56,382.943,0.124,0.135,0.142,0.402
56,384.615,0.204,0.129,0.121,0.462
56,386.288,0.262,0.180,0.102,0.552
56,387.960,0.202,0.193,0.095,0.497
56,389.632,0.202,0.193,0.118,0.423
56,391.304,0.202,0.176,0.075,0.363
56,392.977,0.126,0.158,0.076,0.387
56,394.649,0.127,0.144,0.056,0.292
56,396.321,0.062,0.118,0.047,0.135
56,397.993,0.053,0.120,0.044,0.096
56,399.666,0.097,0.090,0.038,0.100
56,401.338,0.075,0.081,0.037,0.007
56,403.010,0.076,0.072,0.042,0.050
56,404.682,0.086,0.072,0.035,0.081
56,406.355,0.031,0.056,0.025,0.122
56,408.027,0.065,0.045,0.016,0.045
56,409.699,0.069,0.048,0.032,0.071
56,411.371,0.048,0.031,0.015,0.047
56,413.043,0.057,0.055,0.038,0.099
56,414.716,0.096,0.032,0.019,0.020
56,416.388,0.100,0.028,0.011,0.030
56,418.060,0.070,0.039,0.016,0.107
56,419.732,0.045,0.050,0.011,0.068
56,421.405,0.041,0.038,0.013,0.123
56,423.077,0.048,0.024,0.013,0.229
56,424.749,0.057,0.034,0.005,0.477
56,426.421,0.063,0.031,0.017,0.395
57,0.000,0.644,0.788,0.171,0.819
57,1.672,0.580,0.762,0.145,0.265
57,3.344,0.443,0.748,0.129,0.438
57,5.017,0.407,0.748,0.107,0.317
57,6.689,0.334,0.659,0.092,0.424
57,8.361,0.277,0.636,0.084,0.403
57,10.033,0.223,0.593,0.065,0.506
57,11.706,0.201,0.564,0.055,0.514
57,13.378,0.153,0.499,0.056,0.479
57,15.050,0.171,0.437,0.133,0.365
57,16.722,0.286,0.429,0.243,0.702
57,18.395,0.399,0.410,0.388,0.284
57,20.067,0.548,0.484,0.424,0.463
57,21.739,0.609,0.494,0.484,0.280
57,23.411,0.727,0.516,0.527,0.527
57,25.084,0.658,0.627,0.533,0.321
57,26.756,0.667,0.695,0.569,0.480
57,28.428,0.734,0.689,0.561,0.546
57,30.100,0.720,0.729,0.597,0.464
57,31.773,0.696,0.729,0.620,0.382
57,33.445,0.644,0.731,0.612,0.371
57,35.117,0.740,0.742,0.630,0.503
57,36.789,0.757,0.749,0.628,0.531
57,38.462,0.695,0.769,0.703,0.529
57,40.134,0.679,0.791,0.673,0.504
57,41.806,0.801,0.831,0.705,0.432
57,43.478,0.859,0.842,0.690,0.470
57,45.151,0.843,0.824,0.604,0.403
57,46.823,0.847,0.813,0.509,0.186
57,48.495,0.842,0.784,0.422,0.066
57,50.167,0.834,0.791,0.352,0.104
57,51.839,0.744,0.756,0.277,0.076
57,53.512,0.744,0.788,0.239,0.015
57,55.184,0.767,0.831,0.187,0.056
57,56.856,0.721,0.817,0.179,0.036
57,58.528,0.678,0.846,0.146,0.019
57,60.201,0.521,0.902,0.118,0.093
57,61.873,0.417,0.911,0.080,0.028
57,63.545,0.364,0.876,0.087,0.033
57,65.217,0.304,0.875,0.091,0.087
57,66.890,0.256,0.797,0.058,0.143
57,68.562,0.208,0.729,0.063,0.347
57,70.234,0.139,0.631,0.047,0.304
57,71.906,0.117,0.576,0.042,0.317
57,73.579,0.091,0.504,0.050,0.343
57,75.251,0.079,0.426,0.056,0.356
57,76.923,0.111,0.388,0.013,0.796
57,78.595,0.085,0.334,0.043,0.407
57,80.268,0.107,0.284,0.026,0.532
57,81.940,0.075,0.259,0.010,0.574
57,83.612,0.057,0.224,0.007,0.605
57,85.284,0.037,0.196,0.013,0.395
57,86.957,0.052,0.172,0.009,0.499
57,88.629,0.050,0.150,0.021,0.492
57,90.301,0.076,0.134,0.003,0.287
57,91.973,0.099,0.103,0.147,0.307
57,93.645,0.330,0.104,0.254,0.418
57,95.318,0.446,0.205,0.326,0.445
57,96.990,0.540,0.314,0.386,0.405
57,98.662,0.571,0.385,0.478,0.464
57,100.334,0.575,0.454,0.503,0.440
57,102.007,0.617,0.504,0.547,0.353
57,103.679,0.657,0.556,0.599,0.198
57,105.351,0.672,0.556,0.584,0.437
57,107.023,0.700,0.543,0.462,0.547
57,108.696,0.658,0.568,0.394,0.454
57,110.368,0.629,0.594,0.338,0.505
57,112.040,0.784,0.613,0.267,0.547
57,113.712,0.716,0.640,0.240,0.479
57,115.385,0.764,0.652,0.210,0.366
57,117.057,0.772,0.645,0.166,0.325
57,118.729,0.717,0.674,0.140,0.487
57,120.401,0.590,0.654,0.119,0.514
57,122.074,0.497,0.636,0.097,0.460
57,123.746,0.484,0.673,0.212,0.489
57,125.418,0.495,0.701,0.302,0.313
57,127.090,0.572,0.733,0.483,0.242
57,128.763,0.690,0.729,0.583,0.275
57,130.435,0.760,0.753,0.634,0.547
57,132.107,0.714,0.764,0.655,0.548
57,133.779,0.714,0.777,0.718,0.644
57,135.452,0.646,0.760,0.648,0.547
57,137.124,0.720,0.759,0.732,0.468
57,138.796,0.680,0.766,0.759,0.414
57,140.468,0.696,0.745,0.766,0.364
57,142.140,0.749,0.736,0.758,0.269
57,143.813,0.781,0.740,0.804,0.233
57,145.485,0.771,0.710,0.824,0.363
57,147.157,0.791,0.718,0.814,0.492
57,148.829,0.742,0.734,0.726,0.315
57,150.502,0.720,0.790,0.622,0.295
57,152.174,0.700,0.788,0.524,0.213
57,153.846,0.639,0.763,0.405,0.327
57,155.518,0.703,0.746,0.474,0.358
57,157.191,0.708,0.759,0.517,0.500
57,158.863,0.649,0.744,0.552,0.530
57,160.535,0.662,0.725,0.548,0.506
57,162.207,0.738,0.734,0.602,0.373
57,163.880,0.620,0.693,0.626,0.450
57,165.552,0.717,0.676,0.673,0.421
57,167.224,0.718,0.695,0.617,0.658
57,168.896,0.749,0.764,0.527,0.471
57,170.569,0.703,0.772,0.460,0.666
57,172.241,0.744,0.823,0.385,0.492
57,173.913,0.744,0.824,0.320,0.453
57,175.585,0.698,0.814,0.269,0.384
57,177.258,0.666,0.821,0.218,0.414
57,178.930,0.685,0.862,0.213,0.480
57,180.602,0.682,0.881,0.173,0.625
57,182.274,0.613,0.890,0.201,0.435
57,183.946,0.531,0.899,0.226,0.221
57,185.619,0.566,0.874,0.247,0.108
57,187.291,0.573,0.833,0.329,0.092
57,188.963,0.575,0.839,0.376,0.048
57,190.635,0.645,0.847,0.410,0.124
57,192.308,0.647,0.830,0.493,0.053
57,193.980,0.575,0.827,0.511,0.083
57,195.652,0.615,0.805,0.580,0.020
57,197.324,0.657,0.812,0.634,0.031
57,198.997,0.663,0.788,0.609,0.032
57,200.669,0.731,0.813,0.524,0.137
57,202.341,0.669,0.829,0.443,0.145
57,204.013,0.577,0.879,0.407,0.119
57,205.686,0.549,0.843,0.344,0.450
57,207.358,0.615,0.855,0.330,0.207
57,209.030,0.535,0.818,0.305,0.215
57,210.702,0.587,0.838,0.248,0.252
57,212.375,0.622,0.812,0.237,0.177
57,214.047,0.702,0.840,0.206,0.334
57,215.719,0.665,0.866,0.176,0.248
57,217.391,0.574,0.814,0.135,0.438
57,219.064,0.556,0.779,0.115,0.584
57,220.736,0.469,0.768,0.096,0.486
57,222.408,0.315,0.745,0.097,0.442
57,224.080,0.305,0.731,0.080,0.634
57,225.753,0.226,0.657,0.057,0.439
57,227.425,0.160,0.617,0.054,0.293
57,229.097,0.154,0.523,0.043,0.309
57,230.769,0.124,0.429,0.038,0.455
57,232.441,0.102,0.389,0.032,0.506
57,234.114,0.076,0.333,0.025,0.531
57,235.786,0.057,0.309,0.042,0.489
57,237.458,0.079,0.273,0.034,0.290
57,239.130,0.071,0.238,0.023,0.562
57,240.803,0.071,0.192,0.022,0.523
57,242.475,0.044,0.164,0.048,0.345
57,244.147,0.086,0.160,0.018,0.479
57,245.819,0.050,0.127,0.026,0.257
57,247.492,0.089,0.113,0.021,0.077
57,249.164,0.073,0.106,0.056,0.144
57,250.836,0.105,0.105,0.200,0.036
57,252.508,0.291,0.115,0.278,0.102
57,254.181,0.338,0.206,0.254,0.356
57,255.853,0.474,0.250,0.218,0.453
57,257.525,0.519,0.366,0.189,0.373
57,259.197,0.593,0.422,0.162,0.600
57,260.870,0.570,0.470,0.140,0.554
57,262.542,0.526,0.512,0.107,0.549
57,264.214,0.374,0.525,0.081,0.548
57,265.886,0.354,0.519,0.077,0.459
57,267.559,0.244,0.525,0.081,0.382
57,269.231,0.211,0.461,0.067,0.606
57,270.903,0.186,0.376,0.059,0.565
57,272.575,0.158,0.347,0.063,0.532
57,274.247,0.150,0.289,0.044,0.606
57,275.920,0.112,0.223,0.052,0.533
57,277.592,0.097,0.217,0.028,0.563
57,279.264,0.067,0.187,0.026,0.510
57,280.936,0.059,0.160,0.021,0.435
57,282.609,0.079,0.152,0.028,0.321
57,284.281,0.065,0.133,0.031,0.419
57,285.953,0.095,0.092,0.022,0.398
57,287.625,0.086,0.074,0.021,0.519
57,289.298,0.067,0.068,0.023,0.561
57,290.970,0.089,0.066,0.024,0.507
57,292.642,0.085,0.057,0.022,0.487
57,294.314,0.067,0.046,0.021,0.413
57,295.987,0.056,0.040,0.013,0.365
57,297.659,0.077,0.028,0.007,0.512
57,299.331,0.049,0.026,0.013,0.435
57,301.003,0.033,0.026,0.030,0.377
57,302.676,0.039,0.045,0.018,0.305
57,304.348,0.046,0.029,0.054,0.382
57,306.020,0.102,0.012,0.182,0.303
57,307.692,0.208,0.022,0.288,0.318
57,309.365,0.312,0.106,0.468,0.308
57,311.037,0.432,0.180,0.466,0.390
57,312.709,0.547,0.259,0.544,0.513
57,314.381,0.525,0.343,0.600,0.360
57,316.054,0.547,0.405,0.668,0.450
57,317.726,0.639,0.428,0.694,0.418
57,319.398,0.590,0.495,0.729,0.328
57,321.070,0.649,0.557,0.630,0.354
57,322.742,0.677,0.582,0.513,0.644
57,324.415,0.715,0.588,0.440,0.337
57,326.087,0.611,0.631,0.379,0.585
57,327.759,0.566,0.674,0.316,0.532
57,329.431,0.643,0.684,0.270,0.539
57,331.104,0.598,0.684,0.233,0.514
57,332.776,0.698,0.682,0.208,0.244
57,334.448,0.703,0.760,0.190,0.080
57,336.120,0.715,0.771,0.191,0.054
57,337.793,0.628,0.693,0.151,0.062
57,339.465,0.486,0.736,0.149,0.049
57,341.137,0.389,0.709,0.128,0.150
57,342.809,0.483,0.688,0.223,0.053
57,344.482,0.500,0.659,0.296,0.176
57,346.154,0.576,0.660,0.435,0.045
57,347.826,0.546,0.655,0.456,0.122
57,349.498,0.554,0.695,0.466,0.167
57,351.171,0.593,0.732,0.506,0.002
57,352.843,0.651,0.774,0.569,0.343
57,354.515,0.693,0.786,0.590,0.466
57,356.187,0.655,0.815,0.590,0.513
57,357.860,0.663,0.822,0.640,0.326
57,359.532,0.675,0.795,0.639,0.403
57,361.204,0.690,0.809,0.680,0.526
57,362.876,0.765,0.840,0.673,0.447
57,364.548,0.733,0.893,0.601,0.691
57,366.221,0.706,0.879,0.511,0.774
57,367.893,0.677,0.860,0.441,0.805
57,369.565,0.723,0.876,0.391,0.581
57,371.237,0.703,0.883,0.325,0.544
57,372.910,0.704,0.810,0.285,0.544
57,374.582,0.736,0.802,0.238,0.399
57,376.254,0.712,0.850,0.318,0.543
57,377.926,0.657,0.836,0.426,0.504
57,379.599,0.695,0.847,0.475,0.243
57,381.271,0.660,0.864,0.491,0.224
57,382.943,0.664,0.841,0.559,0.461
57,384.615,0.614,0.851,0.619,0.442
57,386.288,0.657,0.844,0.519,0.593
57,387.960,0.764,0.859,0.434,0.282
57,389.632,0.677,0.834,0.460,0.415
57,391.304,0.656,0.833,0.543,0.542
57,392.977,0.640,0.871,0.579,0.433
57,394.649,0.757,0.879,0.584,0.375
57,396.321,0.698,0.866,0.626,0.378
57,397.993,0.742,0.899,0.672,0.690
57,399.666,0.741,0.871,0.617,0.516
57,401.338,0.712,0.819,0.672,0.587
57,403.010,0.807,0.811,0.701,0.424
57,404.682,0.737,0.858,0.710,0.134
57,406.355,0.789,0.850,0.656,0.146
57,408.027,0.823,0.817,0.576,0.135
57,409.699,0.778,0.835,0.505,0.137
57,411.371,0.717,0.911,0.466,0.077
57,413.043,0.734,0.884,0.374,0.094
57,414.716,0.785,0.876,0.305,0.056
57,416.388,0.722,0.837,0.271,0.125
57,418.060,0.696,0.831,0.240,0.063
57,419.732,0.680,0.869,0.266,0.044
57,421.405,0.671,0.857,0.323,0.189
57,423.077,0.737,0.792,0.430,0.079
57,424.749,0.738,0.814,0.460,0.088
57,426.421,0.833,0.810,0.541,0.164
58,0.000,0.046,0.260,0.037,0.390
58,1.672,0.030,0.222,0.034,0.405
58,3.344,0.045,0.199,0.048,0.330
58,5.017,0.041,0.176,0.017,0.262
58,6.689,0.061,0.170,0.014,0.437
58,8.361,0.049,0.131,0.022,0.536
58,10.033,0.040,0.110,0.017,0.382
58,11.706,0.073,0.086,0.007,0.452
58,13.378,0.076,0.093,0.022,0.374
58,15.050,0.071,0.080,0.018,0.444
58,16.722,0.077,0.089,0.043,0.356
58,18.395,0.078,0.073,0.008,0.433
58,20.067,0.092,0.067,0.091,0.421
58,21.739,0.190,0.057,0.123,0.442
58,23.411,0.203,0.107,0.098,0.557
58,25.084,0.162,0.117,0.061,0.648
58,26.756,0.165,0.095,0.054,0.402
58,28.428,0.093,0.082,0.068,0.385
58,30.100,0.131,0.098,0.057,0.426
